Rank,Address,NFT_Count,Token_IDs,Reward_VIBE,Share_Percent,Leaf
17,0x2d8077c1673ce8b66eaa2f234ff68d99573b8891,1,"165",17117,0.9009%,0xc7f1f70a839cf3aa0d73c7d4c412c5bd4bfe0b8f88c7f0460b323203dbfa3a06
18,0x2ed27928f116323742dfa0af99dacd680cd7c495,1,"287",17117,0.9009%,0xbcca6bba6623f9df5fa642f45f72d2e3053bab217170ed46139fc47b18231c31
19,0x309a986f7cde387e48b5b11ac30c896aba173e54,1,"157",17117,0.9009%,0xa4ec570b26750198098cc1e061664d1dac598cc756ef92cfbb5004486c0002ef
20,0x341322640a06925b554c71da4efb8dd38dc621bf,1,"80",17117,0.9009%,0x0830e0329c88e720f1ce3b3ad3cdb05c60f835c5f2cef331b04979081a59e1a8
21,0x35f4b9acd41584df18e88cc7ebfbd2ea1e270f62,1,"40",17117,0.9009%,0x86427eab062c309f2f64b6faf953706cf06e65243a0da5c0cf835e16e43d3444
22,0x3e76041b5c75fd663da02651e1ebfa46184d2bdf,1,"164",17117,0.9009%,0x59eb2fe8786fef737c4cd0e2ae7bbb7e87c22b286687f0a32e60b270157dafe2
23,0x40abdef6189e5a0a581027c52fb957ca14defe39,1,"92",17117,0.9009%,0x33bf9150da1a8296639d4bbd95f51f93049646c662fc519c6add04b26cc92fdd
24,0x40c20369917f9098367007a173b031ccdea2a17d,1,"199",17117,0.9009%,0x7d7882bccf72c856b084fa9d593ca7aeabd331a32199d73639e4d261e0b3e603
25,0x41697670106fb4b8bd4f08ecf3ef64c98ec8e8ec,1,"59",17117,0.9009%,0xd503fb92bbe47ad3296561679e66195bb1d5d70521a3aebe836dfd2740af418c
26,0x4250bcb497181ad9521f78337d68da1a85afa3c5,1,"71",17117,0.9009%,0x826f9ea7b8921a66c8aa900f0ac515a8a74ff2427a4c325a4a3623dbfbb2b77e
27,0x42716e51285a9fafde6ae836bfd8f7f8cc88c7ea,1,"309",17117,0.9009%,0x0181fade454052a961a66329d7c1362855b669520ac4eb62a199ef7bba90c22f
28,0x444030530b229f35c8318e0877ec23b9a4dfa001,1,"209",17117,0.9009%,0xe9dacaad2044cbe2db4ff30648c11370d086ab6125c3d22c55fc7e0ce28c8253
29,0x452c6a1a13b6c28f7a6bfea89a60c39d2e4f39c2,1,"54",17117,0.9009%,0xed5487ce952b5ff08deeb04559c3134c6b3f64b966966e919a82859a37e08741
30,0x473a3c1e3459e957f1e23c5ebe43e79f95bf6c85,1,"19",17117,0.9009%,0x2fe2b018bafcfc463870041dffecf884247db5f74579562735a60e0158a0f3f5
31,0x4b3002e1d0ecbd31633506ae2c33027607f5d7b0,1,"20",17117,0.9009%,0x7881de3a3c746a4f88f32226002113194e95b9d3bf7b862937974203a8091bf5
32,0x4bce2046c00df1e20fbcc21135c2fe7bef03345a,1,"69",17117,0.9009%,0xaed1fc39655c65211ebba2b9e908f292e7810a33e68acc1fb735911d41c4c58d
33,0x4c91d3bed372c11795b9ce9a9017dfe447bf050a,1,"3",17117,0.9009%,0xc92b99c1dcf0a0cf28bc5b69f83a22b71a4328abf6bf2f21bb5a886483ec997c
34,0x4ce021795aa70d084bbae996bf9d9adfd5a8fbe5,1,"176",17117,0.9009%,0x108f26c7b1085c96088e005dceb22675b9d45b3d4fe391976b33e7ffd9308767
35,0x4deefb53f4d8cfa69a8b8f3a4a35fedf1f24eaf9,1,"66",17117,0.9009%,0x3b06a1914e38378aaf8b649e95134d11cebcf26193edf2194fdbae26a34f2e5d
36,0x4df3806bfdba47c19d9f884569fc0114ede8f8cf,1,"303",17117,0.9009%,0xe544c1294d9479c37b7be4ade87241bf2dbdec5f6d8437b65569c6ebe6cf5126
37,0x50d96de4112d58c566bdb1af78ff7bc457b1ffce,1,"316",17117,0.9009%,0xaecb8f1c58d48e66fbd71e7a9d3fa8bb7fa9d031c15ac88bd6a38475f77aaec0
38,0x53184302a7b590256b589b2745a8990774de41b0,1,"257",17117,0.9009%,0xf11ed53afc4b813416867883e1a7a2f752b198805bc949aca7a4d1fd18ad3f50
39,0x534671e4c92413ca53171eadc943fe872416e6cf,1,"99",17117,0.9009%,0x16184c079edbb67388d9d791d8861291096306decd11c2c02df5f7e0987959b4
40,0x54e7e6aca137656a4672a15086456a8347a4acf8,1,"89",17117,0.9009%,0xc5b949254aed62494703cb0a2b761f7e2f2047ebfbf2d5d40987221ef92d19a3
41,0x550b70b029ad8d20f7e857932dc7784aea76c575,1,"285",17117,0.9009%,0x4c84307590fe0a92ea45352da2d82e55d11efbdb4c416dd4acadcd1bc708d292
42,0x5bc95ee1a2a849e631c99fefe5be297e4dadc342,1,"118",17117,0.9009%,0x8593357222c42ac7902f88ba34c434bd4370af42133cadfd0a6cd307e255a2e7
43,0x5d72576dd1e0f1d3d169c019a859224c3470d242,1,"307",17117,0.9009%,0x4172587f0f0ba0fc818ed5cd92ad50b9fb91c75f9243e4f30ad972b92602ca78
44,0x6160b60dde3b1273bccc34683be5461acc1b78d4,1,"172",17117,0.9009%,0x67456551cfee169d69ca33b3207e47d4cb180016b10da75dc1ef5aa7dbf6ce4c
45,0x6171b8df61a6d2f507a8c6cbef55148bd11b1a67,1,"214",17117,0.9009%,0x01953311ee1fbc19a6d425b8dcee1447f3b609a5ee84f6de534f9da545e64313
46,0x61ddfd26065fcbee5a550ef98862ec4ac36a2ace,1,"7",17117,0.9009%,0x0fb4017f0722dea8936607291f68a83c35dc4670738ba43c46e4d0d17049cac1
47,0x625c0cb593f135e7d0624c22d31beb6418e9623c,1,"112",17117,0.9009%,0x95e1393b10f5fba072e8be41799ae983840d8baf37f7ca9d8504901b368ce11d
48,0x6303381ed0deb5450dd335d6b93d30c801bfc6f3,1,"36",17117,0.9009%,0x8975f8b399ba61c19cba297b2d29fd7c473f25e01aa71251cbf8787b0a0fb6f2
49,0x64b2aa5158143857f01fca4c589b038a9c6b6c69,1,"76",17117,0.9009%,0xeab727019d617f88535da50bdf971d0a48a6514685890578fd25e698239a3990
50,0x6ab72fc974eda6190c051f4127377e1827b0bd25,1,"162",17117,0.9009%,0xa9e278650ff1e4bd8e3c68304f28a3b71c7609aac9b732407798c7b3de0cef02
51,0x735ceff991bfd1dca5d02b7f7999d5045c001c8b,1,"248",17117,0.9009%,0xa897d4102fcef16dcbeb6cf4b75175ed90adaff91e8220e066b14a35a03622d2
52,0x76d62b704d4148c99a4e78f0f62cb9da13a55ec1,1,"100",17117,0.9009%,0x05ee3d5b06372414b6983fec97af81ff16d98e962bb8e4535f2ddb8254a2f795
53,0x7ae3b30a504e153b2bc8980fe0599882fe9ea671,1,"182",17117,0.9009%,0x5a659930117fe9674d54030615bb08d9f5cc16c7d93886317608342904d2e815
54,0x842b3f6bdb1839d738bc27a0319e04056c2fe7e6,1,"167",17117,0.9009%,0x0e336befad8911171fc3a52f5780e7563df801c5f4a2960028f4524e3a3e2f90
55,0x853dda5a97ba1a002cb7bdd61270c4654719740d,1,"219",17117,0.9009%,0x7c48dae8af5429e8b240add06e1652af7c40e9aa379039ee5b6490d06d2a2aa7
56,0x85d0857ea50ea97e813e80bca03c5226d7b7add0,1,"102",17117,0.9009%,0x971b7c06def03ffa175cd15b8fd5239c38609329669fa3481c2469b52d2cc649
57,0x8b8d77c89d33879e9ad4cf72ed4f4f196358f837,1,"38",17117,0.9009%,0x69c0fa8316690f29387db868724baeea237b9c3aabadcc8865c917206ed54a6a
58,0x8f371d8d3dd55665640165f7e770848ab662745a,1,"231",17117,0.9009%,0xdceeba1c38086cb8e7db60832056cf8d52f00344e734feb3fb50298a9ff3b249
59,0x931156fd1f287ba1970322954a7e342d0ac7cbb1,1,"109",17117,0.9009%,0x0fe824cb00fd7a6404a55f5f906925c09139a6db192d223b3090f9e929bb0ae3
60,0x94bb005711648e57dccc1770d84c54e71115ca81,1,"318",17117,0.9009%,0xa720bda4e8ba85a33706696d47c5f8d8af8b7bed2e08ad66005aa8311cf72459
61,0x967c29851c09900624bf49bfe04d17ae518eaa2e,1,"136",17117,0.9009%,0x7d2603ab90c4b5ed2c019439f9f1656c7fba9d42fdb127d40068c42bccd9b863
62,0x9c4cfd0e9863201908892ef5413eaa61e36bab02,1,"159",17117,0.9009%,0x770cee7884035244651529b3dfea33a67f9104f9e31f4c8debe337c4d302a9f1
63,0x9d9f72dd4a3edb34f0a77860ecb7683b94536651,1,"50",17117,0.9009%,0x7bdffb0dd6cedb056883c6453e0c87ee86ed5451cb65e759f5a73ad21b4f6d7f
64,0x9e1ce95edea8a32aaef7b5cb601b7eccec357a49,1,"237",17117,0.9009%,0x97d19fa3695b32c0012545c5b02e790fb52932e7dcfe487189dc3f4fad0a2244
65,0xa0dec165d9b4441a46e7022f347c191c4e233587,1,"226",17117,0.9009%,0xa26fc360afc1cab9701e9e8f90d4fbb4bde1ff799fb4870b19fc127fc633a9b7
66,0xa14cfd1854dc5d98557d662696a00605e8d1d45b,1,"96",17117,0.9009%,0x3d9fd9c3a9c04c55898dd0e51db3c896e6e22873a898edbb48ecfaefd26cfcb4
67,0xa8d05189774cd31ea53589314d902ca78ebd1bdb,1,"152",17117,0.9009%,0x51e2bd90c65a95b8c47cd1b49a614f25ea58fe11bd5e5366e925573ac7342ddb
68,0xaeefe4893fc2acf927745f093c0a768fcdc5cc86,1,"292",17117,0.9009%,0x3460765ad61e70db9adfbbb45d5e18bbbd849780f80dbd7ebf3f3ce01f3c66c7
69,0xb0191fd61a9caee3d60a93549ade9f54cd1623b4,1,"278",17117,0.9009%,0x12edf6687f064fb9aab62aed887bab0850c4f5c0a54fea68035c16bd4114e8c2
70,0xb10d893441b96b9c25231d42591d64cf36484e04,1,"34",17117,0.9009%,0x34d77e93fa6bb688841bab4eb2a8685bfdcd639931babbb9a5371d6591baf48e
71,0xb1658bd148f54c1e59d85f7fda511b558533b0ca,1,"95",17117,0.9009%,0x49187f8e610b03a4752534f07704ae0cdc4dc2a40908c0d79de1ced186c348f4
72,0xb18c220c813f5a1578f08f7aeca7fbaaa574e9ca,1,"2",17117,0.9009%,0x2ceab32da6d02e61b3e58d575be08de91c98620da10bc388c21b614a599de210
73,0xb3be45a893be0062e36056fd2b447b6839cfab36,1,"93",17117,0.9009%,0xcd6d056fa84a735eaa820231c497c7b528eae2be7aac6a63067cb5eacfd6b935
74,0xb63573997de24d89a8045db91d6e428e881a4bdc,1,"256",17117,0.9009%,0x53e2d4c452543c940ac12bf5ac465e0fce3c9308cab492706036a2dfd5c11f68
75,0xb72d088def563c456d6090019d9b5fe72fe7823e,1,"254",17117,0.9009%,0x279b254921e0da1e68a5216a41227a55d9859dd55d692a423ed6e0a85bede234
76,0xb98b71ea3bfa7774aefb1d3a889a250c0b294355,1,"119",17117,0.9009%,0xfc48d5be8aee2fdea55bf932045345076283b4d631dadcefada07d41df158dd9
77,0xbb0770623c4f871a8d0e41313be2622dca75edee,1,"326",17117,0.9009%,0x473075cc27f2a1954d0e83d7fb8783b8469c01bc44483b493109c6bcc7ae8c51
78,0xbd052d27c6d7b972b18948907ed5b917b6171d07,1,"64",17117,0.9009%,0xceeb666d6b5929af82bbf53c10f03b3222680dfa14b36de2d95d337425070e79
79,0xbdb1bec07df702f5d8a8feecb3cb39b64a441f3f,1,"103",17117,0.9009%,0x9a898f2e4c95f329fe76af3631687572bd2ccbcc9dc2a6ad050b21c1fc1e8330
80,0xbea67092fe9514191b4ba87597f8301c2065c7db,1,"41",17117,0.9009%,0x8792ada09af0dc6cefaf69179c93c50011475bb996f531b38b06b9a639b8f22a
81,0xc3877f7472768a57f170ecf3284c584ec6e7f2e0,1,"81",17117,0.9009%,0xa6d06eb0ba59c09b00471faab7841304ae3ff6bdfcc774975d45562aef577afa
82,0xc56ac3751f741ec25d7f9e27ebcee84f921cedd3,1,"78",17117,0.9009%,0xab824f0f10317e4e9177f4b2b2c6f68c08b3058f2e885942aaf2c1c308e95d59
83,0xc5e928740eb15b1b148cd10b52f9f0048fd5badb,1,"249",17117,0.9009%,0xddc0173c0cc0143df9ae557dca1d92925f2628bcb3e8188f9de6405ea7cc738d
84,0xcb6a37e756bbe85d0bcf965f3339611f29fd8245,1,"46",17117,0.9009%,0x5b74fbe01c615d1ca876c466339c143e6808d04d4b38ac6fb00b6a88c65d2acc
85,0xcd62c41a848059840babe83ee85f7a2670abb057,1,"212",17117,0.9009%,0xacae04e83d106de94c60c0f9734af90fd3939045d646e7640ccc52e88b535084
86,0xd0d5c7eec57f6d1133eb4aa16144648488bf3e2d,1,"44",17117,0.9009%,0x40894ac257e6b6f37927c99706ff5346b53e8593a34e4a09a7883ee3db02a594
87,0xd22edc8ae8b53192a04cbd963d4a0a8ee6c6a41f,1,"142",17117,0.9009%,0x683318e6ec039fc4383591d55009c229aff36cbb40cf1b94cd7e663f6657717e
88,0xd3b0be614669e0b94343f084dee240c363a1b67b,1,"108",17117,0.9009%,0x72f085b6d3b14a7d49ed4f63ad28d17063b44879e4577feff2de2098c37316bf
89,0xd55263b84685ced7e10a77607c7ffd763d495b6e,1,"79",17117,0.9009%,0x3c92398abd1b73df85aacd96fb72667c6212652e54565e71728b9d8d0bdd826e
90,0xd627158727cd253cba31d86a3da31d2baa00ff07,1,"185",17117,0.9009%,0x013a538b4b69c638849ba3da4917ca6866691a984e65da2f7ed23d6b91802589
91,0xd81af520255a973825b7d62dfc998c1316cffc3b,1,"305",17117,0.9009%,0xf6d999e03e666fb914786fe79f9c3f893b4298cc360ad5de99e4eb2a5d3007d6
92,0xdda556f7418a17e8ed33facf243c61077b333f0e,1,"30",17117,0.9009%,0xb352f73200407eb8f4a53b43186b5e1a88ee8887f0ba7188c16565d90786a37e
93,0xddb29d86be44a19073cb52888d489103ec4ac7b9,1,"246",17117,0.9009%,0x5cdba106308dbf0ba026edf2eccff67e50fbb44b18a7f8aec88acd3ae13c981d
94,0xde3461f61d36746ad14a229f5d9fce91ae7ce026,1,"35",17117,0.9009%,0x3fd934a70787607b11b41b7ea73944024c350f5d0025481d6f4e61d9e5019412
95,0xdf28cda90189b21d7bc0b0d4c39b731f0a4bee36,1,"128",17117,0.9009%,0x01bec8941e2a1403a5113b97591ffdb78c252394c74fd6d8b74fd865297e5d70
96,0xe0fd9984d2d39b9d8f51918824778c8840db905b,1,"39",17117,0.9009%,0x36721c0e701e6880b2f5906fb5dca28ade701a5ebfec9445d205aa1cdbd4c6a5
97,0xe3a67fba694377e3a2e5a0674a4bef4edfb419c5,1,"229",17117,0.9009%,0xf18f4c9f07f4f0baff0db9465fe49884d56079d22dae7485cf58a02a639153bb
98,0xe402081b0b437cb03418e0331ff5204cc5a622f3,1,"273",17117,0.9009%,0x6b551a1071820b28359b1be9bd1f6bdd80706a555cd87e62c3bff4061bdbf9e4
99,0xea392d5deee981ae21d829fbf83b90a908f8ced2,1,"235",17117,0.9009%,0x50652c305268e0a457dcf59d6267a1ed65669cbac89fda6f93f97283ca95d685
100,0xea9bb4a2ede72bc642ffd6d5eb69e2067bfe89f2,1,"283",17117,0.9009%,0xbe4fd5b776a21ec01f7f76ceb1067b030e0da3b142a4e172aac0470a32b3ff3b
101,0xeb882e743d8a1bba00631b0f5dbbcae286df80d2,1,"252",17117,0.9009%,0xf2b3b604f569b6bee79538cb64e44a71d5c59cb9faa08a2c2cf46ddde59629d4
102,0xee940c4bb3914f74e979519a4c3aebc68a5579e9,1,"70",17117,0.9009%,0x3492ff12dd09289b1685d5feec6d733364fd8ab7582f92bca249698bcbaab035
103,0xeee9d4923ad30f3ee2a14eed45f39d5e27c67187,1,"270",17117,0.9009%,0x031c76526aba1258b113dd4f3d92a20256e369cf73e6cf308acde1706d814571
104,0xf2c9d1335f2e38a8258d1510bef2b1b954d1d620,1,"120",17117,0.9009%,0x7bf81a56612cae9ff42c76a2440c0ce28c82b5e4682537ecd4b125fd05f5d3ef
105,0xf31929d61986aca6be678842a00620e82c4111b1,1,"9",17117,0.9009%,0x03e41d6004e1edf0008f735edaba9716c8257bdc25f89be2fef232d96bfbc21d
106,0xf36f8db6ca19872694551ff08dd0233f4cd5b3da,1,"104",17117,0.9009%,0xa67cc51c38d3d1d1a05e57e4b170014ae69d952ffd812010658128713f37d003
107,0xf5ad66ff5a943ce0b08f3682b78b288172379534,1,"48",17117,0.9009%,0x99b2e036d713e38f638424c72c8f9ecb96219fceb2881bd6f01b3adef9968c67
108,0xf7878596918eeb5a09620a2055719963b8c5aeff,1,"276",17117,0.9009%,0xcea0dc4334c01cfe448734673e8087fab9e336d940034bd6fcc4327f053c1deb
109,0xfa50de214e13302e01bdf635d5204ff26b84ea60,1,"298",17117,0.9009%,0x90f6f501588f199f2566b2b2a841bfa5a6f2b22580b3697d716c418f54573a59
110,0xfaad7563f40dcadaa4d6d5920e8fa4076b218055,1,"217",17117,0.9009%,0x2047e15addf5bea2563d6f1e3a3a5401e129328a3c3b8e51ce700bf596848401
111,0xfbec68a51c8b79b59953472a584a9fb32d9c6cef,1,"33",17117,0.9009%,0xccb229c1f6af384ac61e5610e3aab1ba4d867a71fa54ca43528a22b9da14953d
